row.names	sample01	sample02	sample03	sample04	sample05	sample06	sample07	sample08	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72
36879_at	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.139551352	3.321928095	3.321928095	3.321928095	3.321928095	10.58965115	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.016808288	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.665335917	3.321928095	8.700439718	3.321928095	3.321928095	3.321928095	9.139551352	8.430452552	10.68562484	3.321928095	6.569855608	9.501837185	3.321928095	3.321928095	3.321928095	13.44927764	3.321928095	11.63843591	5.169925001	3.321928095	10.12799432	7.8008999	8.252665432	3.321928095	3.321928095	12.34817487	13.07330478	8.13442632	3.321928095	3.321928095	10.13699111	3.321928095	11.6794801	3.321928095	8.764871591	3.321928095	8.076815597	11.26678654	12.66422504	13.27932039	10.07414146	10.88340699	3.321928095	13.58859753	3.321928095	10.69348696	3.321928095
36881_at	8.082149041	10.80493767	3.321928095	10.80815977	6.965784285	10.54109662	3.321928095	3.321928095	3.321928095	11.25856603	8.985841937	10.10590851	5.95419631	3.321928095	7.569855608	11.25797706	11.6183855	12.86031105	10.03066714	3.321928095	3.321928095	3.321928095	3.321928095	11.49785184	11.53770375	11.83447105	9.933690655	8.092757141	11.69653291	10.08480839	3.321928095	10.89254282	10.39874369	3.321928095	11.94763694	3.321928095	11.43514934	3.321928095	3.321928095	10.79360331	10.66088727	9.891783703	3.321928095	10.36959735	3.321928095	3.321928095	3.321928095	6.266786541	3.321928095	10.73809226	11.36139553	13.67253584	9.276124405	9.388017285	9.238404739	10.2632692	3.321928095	3.321928095	3.321928095	5.169925001	3.321928095	10.47876962	3.321928095	3.321928095	11.99364606	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.487840034	3.321928095
36886_f_at	6.496654083	3.321928095	3.321928095	4.584962501	10.53138146	9.184875343	7.965784285	9.074141463	5.672425342	7.375039431	7.266786541	7.348728154	6.700439718	3.321928095	3.321928095	9.118941073	3.321928095	3.321928095	7.531381461	3.321928095	6.95419631	9.702172685	8.50779464	3.321928095	3.321928095	5.209453366	6.64385619	3.321928095	3.321928095	3.321928095	3.321928095	6.523561956	6.06608919	8.348728154	5.857980995	3.321928095	3.321928095	9.276124405	8.312882955	3.321928095	8.409390936	7.686500527	7.483815777	3.321928095	7.312882955	3.321928095	12.50928017	3.321928095	8.74819285	3.321928095	3.321928095	8.055282436	6.882643049	3.321928095	7.813781191	5.247927513	3.321928095	7.442943496	3.321928095	3.321928095	3.321928095	6.321928095	6.807354922	3.321928095	3.321928095	9.324180547	8.076815597	7.73470962	8.189824559	3.321928095	7.894817763	3.321928095
36887_f_at	3.321928095	6.189824559	3.321928095	6.988684687	9.813781191	6.22881869	6.894817763	7.781359714	3.321928095	5.285402219	3.321928095	3.321928095	6.022367813	3.321928095	5.044394119	9.370687407	3.321928095	5.882643049	3.321928095	3.321928095	3.321928095	8.900866808	3.321928095	3.321928095	3.321928095	3.807354922	3.321928095	3.321928095	3.321928095	3.321928095	4.754887502	3.321928095	6.442943496	7.768184325	3.321928095	3.321928095	3.321928095	8.379378367	5.392317423	3.321928095	3.321928095	3.321928095	4.321928095	6.942514505	3.321928095	3.321928095	12.17336483	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.491853096	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.741466986	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095
36889_at	3.321928095	5.044394119	3.321928095	3.321928095	3.321928095	7.73470962	3.321928095	9.278449458	8.781359714	3.321928095	9.01402047	7.417852515	9.744833837	10.16239133	4.807354922	3.321928095	3.321928095	3.321928095	6.22881869	4.087462841	8.027905997	10.92332749	7.375039431	3.321928095	8.758223215	10.4252159	7.392317423	8.027905997	10.29920802	3.321928095	9.746514321	10.39231742	7.857980995	12.96866679	10.26561505	9.842350343	10.47876962	10.75321675	8.73809226	7.741466986	13.56152662	11.92777796	12.93976285	3.321928095	10.03891899	12.02236781	11.82336724	10.53332973	3.321928095	3.321928095	12.43749201	13.15450169	9.896332404	8.842350343	3.321928095	12.43097517	7.960001932	12.08878824	3.321928095	10.99576715	10.2644426	9.951284715	11.81177606	12.91979443	13.96578428	12.4228532	11.0175044	3.321928095	13.3089078	10.88111396	10.82495874	3.321928095
36891_at	7.099084761	7.693486957	8.016808288	3.321928095	8.357552005	6.392317423	6.409390936	9.036173613	3.321928095	9.383704292	3.321928095	3.321928095	3.321928095	9.832890014	9	4.523561956	3.321928095	8.668884984	3.321928095	7.285402219	3.321928095	3.321928095	7.8008999	3.321928095	9.116343961	3.321928095	7.807354922	3.321928095	3.321928095	7.266786541	9.271463028	5.977279923	3.321928095	3.321928095	3.321928095	8.14974712	9.250298418	3.321928095	3.321928095	9.164906927	9.419960178	3.321928095	3.321928095	3.321928095	3.321928095	6.06608919	7.451211112	3.321928095	3.321928095	3.321928095	8.154818109	8.447083226	8	10.38909352	3.321928095	3.321928095	10.4767462	10.73131903	6.569855608	8.011227255	11.45943162	3.321928095	11.34983409	3.321928095	3.321928095	9.335390355	8.243173983	8.77148947	8.651051691	3.321928095	8.826548487	9.799281622
36892_at	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.266786541	7	3.321928095	3.321928095	3.321928095	3.321928095	6.845490051	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.087462841	3.321928095	3.321928095	9.095397023	9.245552706	3.321928095	3.321928095	5.523561956	3.321928095	6.741466986	9.011227255	8.861086906	12.26737193	8.392317423	3.321928095	9.501837185	10.5574637	3.321928095	10.41996018	9.445014846	7.06608919	11.59618976	9.784634846	3.321928095	10.21916852	3.321928095	3.321928095	3.321928095	3.321928095	10.02236781	9.495855027	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	10.79279029	3.321928095	3.321928095	8.060695932	3.321928095	6.266786541	9.964340868	9.859534786	7.118941073	7.238404739	3.321928095	8.475733431	3.321928095	3.321928095	3.321928095
36896_s_at	6.844234988	7.607330314	6.87036472	3.321928095	4.754887502	6.442943496	7.50779464	3.321928095	6.988684687	3.321928095	6.658211483	6.599912842	3.321928095	7.62935662	6.247927513	6.392317423	3.321928095	3.321928095	7.108524457	3.321928095	3.321928095	8.797661526	6.491853096	7.366322214	3.807354922	5.357552005	7.303780748	3.321928095	6.727920455	3.321928095	7.294620749	6.108524457	7.087462841	8.861086906	6.832890014	6.442943496	3.321928095	7.73470962	4.584962501	7.06608919	6.930737338	8.491853096	7.434628228	7.754887502	3.321928095	3.321928095	3.321928095	3.321928095	6.62935662	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.06608919	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.108524457	3.321928095	3.321928095	3.321928095	3.321928095	6.321928095	3.321928095	3.321928095	3.700439718	4.459431619	3.321928095
36908_at	8.682994584	8.511752654	6.754887502	11.55842071	9.912889336	9.942514505	10.80170836	9.278449458	3.321928095	12.68934285	10.14974712	9.330916878	9.599912842	9.092757141	3.321928095	10.39767463	3.321928095	8.77148947	11.61792656	6.22881869	9.01402047	6.022367813	8.17990909	8.038918989	6.129283017	6.977279923	5.727920455	3.321928095	5.321928095	3.321928095	6.781359714	6.108524457	3.321928095	6.339850003	3.321928095	6.918863237	4.857980995	7.238404739	5.700439718	6.930737338	7.294620749	5.781359714	6.339850003	6.942514505	7.339850003	5.169925001	7.06608919	5.857980995	5.392317423	3.321928095	5.930737338	3.321928095	8.686500527	9.121533517	3.321928095	4.807354922	8.118941073	12.13923157	8.312882955	8.86727874	7.276124405	9.816983623	10.36084708	7.06608919	7.417852515	6.965784285	6.303780748	6.95419631	11.16176174	10.54978467	5.832890014	3.321928095
36923_at	3.321928095	3.321928095	3.321928095	3.321928095	10.02375435	3.321928095	8.647458426	3.321928095	7.714245518	3.321928095	3.321928095	3.321928095	3.321928095	8.861086906	8.754887502	3.321928095	8.611024797	3.321928095	3.321928095	9.911391988	3.321928095	9.084808388	8.055282436	3.321928095	4.807354922	3.321928095	10.57648435	4.169925001	3.321928095	7.900866808	3.321928095	4.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	10.86108691	8.74819285	3.321928095	6.672425342	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.651051691	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.06608919	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095
37171_at	7.663202279	9.057991723	3.321928095	7	3.321928095	8.409390936	4.321928095	7.74819285	4.64385619	7.14974712	7.942514505	3.321928095	3.321928095	9.152284842	8.366322214	9.62388149	3.321928095	7.707359132	6.741466986	3.321928095	3.321928095	8.321928095	3.321928095	7.8008999	4.754887502	7.06608919	3.321928095	3.321928095	5	6.129283017	5	3.321928095	3.321928095	7.076815597	5.285402219	8.076815597	3.321928095	5.754887502	3.321928095	7.475733431	5.977279923	3.321928095	3.321928095	3.906890596	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.50779464	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.285402219	4.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095
37173_at	6.447909749	8.851749041	3.321928095	9.025139562	5.392317423	8.224001674	7.636624621	8.744833837	10.01262454	9.116343961	8.861086906	3.321928095	3.321928095	10.03204573	7.813781191	9.48984796	3.321928095	7.451211112	9.415741768	7.257387843	3.321928095	9.182394353	3.321928095	6.894817763	7.531381461	6.569855608	5.672425342	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.276124405	3.321928095	8.511752654	3.321928095	3.321928095	3.321928095	8.438791853	4.906890596	3.321928095	3.321928095	4.700439718	5.614709844	3.321928095	4.857980995	7.14974712	3.321928095	3.321928095	3.321928095	3.906890596	6.459431619	3.321928095	3.321928095	6.965784285	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.554588852	7.845490051	3.321928095	3.321928095	7.971543554	3.321928095
37176_at	7.290018847	3.321928095	7.912889336	3.321928095	6.087462841	3.321928095	5.491853096	3.321928095	9.319672121	3.321928095	3.321928095	3.321928095	3.321928095	7.434628228	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.209453366	3.321928095	5.857980995	3.321928095	4.523561956	7.820178962	5	3.321928095	3.321928095	7.392317423	3.321928095	6.62935662	4.754887502	6.930737338	3.321928095	3.321928095	7.129283017	7.17990909	3.321928095	6.599912842	3.321928095	3.321928095	3.321928095	7.707359132	8.724513853	3.321928095	6.714245518	7.888743249	7.531381461	8.438791853	7.826548487	7.17990909	7.87036472	7.741466986	3.321928095	7.098032083	5.459431619	8.247927513	6.022367813	3.584962501	3.321928095	7.139551352	7	3.321928095	5.523561956	6.442943496	3.321928095	8.044394119	8.294620749	8.475733431
37184_at	3.321928095	3.321928095	8.888743249	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.842350343	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	10.61746747	9.022367813	8.535275377	3.321928095	3.321928095	11.34651373	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	10.1711768	3.321928095	3.321928095	3.321928095	9.317412614	3.321928095	3.321928095	10.24079133	3.321928095	8.055282436	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	9.47370575	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.912889336	3.321928095	3.321928095	3.321928095	8.214319121	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095
37185_at	3.321928095	6.108524457	3.321928095	3.321928095	6.882643049	7.599912842	7.139551352	6.459431619	6.50779464	3.321928095	5.807354922	5.700439718	6.442943496	7.6794801	3.321928095	3.321928095	6.768184325	4.906890596	5.357552005	7.54689446	6.820178962	4.459431619	5.321928095	4.247927513	5.491853096	3.321928095	6.62935662	3.321928095	9.074141463	6.614709844	5.807354922	7.787902559	4.392317423	13.10983065	6.672425342	6.714245518	9.326429487	10.9225844	3.321928095	8.033423002	12.10394343	3.321928095	5.523561956	6.247927513	7.977279923	8.826548487	8.17990909	6.894817763	3.321928095	8.693486957	11.83683936	11.54544718	7.948367232	7.754887502	5.087462841	13.96578428	10.4419067	10.20579325	3.321928095	9.30833903	12.30320995	9.670656249	13.34540525	12.34512799	10.37177664	13.96578428	11.51076417	8.471675214	7.74819285	3.321928095	8.033423002	7.409390936
37186_s_at	3.321928095	7.044394119	5.523561956	6.988684687	3.321928095	6.189824559	3.321928095	4.95419631	7.50779464	9.162391329	3.321928095	3.321928095	3.321928095	3.321928095	8.724513853	3.321928095	3.321928095	8.588714636	3.321928095	8.033423002	3.321928095	7.599912842	7.451211112	6.303780748	6.409390936	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.942514505	3.321928095	3.321928095	3.321928095	6.50779464	6.409390936	3.321928095	3.321928095	3.321928095	8.303780748	8.523561956	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.816983623	3.321928095	3.321928095	5.906890596	8.271463028	6.807354922	3.321928095	3.321928095	7.768184325	7.238404739	3.321928095	3.321928095	8.97441459	7.276124405	3.321928095	3.321928095	7.238404739	7.936637939	3.321928095	5.285402219	7.693486957	9.398743692	8.625708843	3.321928095	3.321928095
37187_at	3.321928095	3.321928095	6.266786541	3.321928095	7.022367813	5.700439718	3.321928095	4.95419631	5.209453366	8.727920455	7.357552005	5.357552005	5.977279923	3.906890596	3.321928095	4.64385619	3.321928095	4.087462841	3.321928095	6.62935662	7.330916878	6.977279923	5.169925001	4.523561956	3.321928095	8.794415866	6.06608919	4.584962501	8.076815597	3.321928095	3.321928095	6.22881869	6.569855608	7.17990909	4.321928095	3.321928095	3.459431619	6.700439718	3.321928095	3.321928095	6.392317423	6.832890014	6.06608919	6.06608919	12.76362735	10.03891899	7.06608919	8.463524373	10.63026713	11.89216331	3.321928095	6.658211483	11.84274318	8.640244936	7.554588852	13.63254088	13.10803433	10.67860014	10.57742883	8.84862294	13.96578428	9.691743519	12.91251514	13.183015	7.982993575	13.36946103	10.906139	9.727920455	9.326429487	10.39446269	7.686500527	9.741466986
37191_at	3.321928095	3.321928095	3.321928095	7.044394119	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6	9.339850003	9.575539247	7.108524457	10.01122726	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.991521846	3.321928095	3.321928095	9.915879379	9.938109326	3.321928095	10.27496047	11.36139553	10.30035256	3.321928095	3.321928095	3.321928095	3.321928095	9.335390355	8.383704292	7.906890596	6.022367813	3.321928095	9.48984796	3.321928095	8.584962501	3.321928095	7.876516947	7.159871337	8.64385619	3.321928095	3.321928095	11.05256805	3.321928095	11.61378946	9.856425529	9.11113567	8.383704292	7.451211112	8.636624621	10.76321237	3.321928095	3.321928095	3.321928095
37203_at	4.770829046	3.321928095	4.807354922	3.321928095	7.321928095	3.321928095	3.321928095	6.614709844	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	4.754887502	3.321928095	5.727920455	4.906890596	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.426264755	3.321928095	3.321928095	3.321928095	3.321928095	9.652844973	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.285402219	11.17367714	3.321928095	6.794415866	3.321928095	5.044394119	10.8917837	9.951284715	3.321928095	3.321928095	3.321928095	13.31924873	13.96578428	3.321928095	6.339850003	5.459431619	8.28077077	3.321928095	9.984418459	3.321928095	6.392317423	3.321928095	3.321928095	7.714245518	11.28366717	11.59245704	7.055282436	5.754887502	3.321928095	3.321928095	5.857980995	3.321928095	3.321928095
37208_at	8.882948673	3.321928095	5.930737338	9.575539247	5.169925001	8.924812504	3.321928095	8.224001674	3.321928095	3.321928095	9.407267764	3.321928095	7.247927513	3.321928095	7.584962501	8.918863237	9.142107057	3.321928095	10.05799172	3.321928095	8.599912842	8.317412614	7.851749041	3.321928095	8.87036472	3.584962501	9.036173613	3.321928095	3.321928095	3.321928095	7.339850003	3.321928095	3.321928095	8.511752654	8.894817763	3.321928095	3.321928095	3.321928095	9.497851837	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.882643049	3.321928095	3.321928095	9.853309555	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	10.41362793	3.321928095	3.321928095	3.321928095	7.73470962	3.321928095	7.459431619	7.483815777	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.294620749	6.426264755
37217_at	3.321928095	6.87036472	3.321928095	3.321928095	7.276124405	3.321928095	6.64385619	3.321928095	6.285402219	3.321928095	4.754887502	6.741466986	6.845490051	6.022367813	3.321928095	3.321928095	3.321928095	3.321928095	7.417852515	5.882643049	3.321928095	8.942514505	6.584962501	3.321928095	6.700439718	7.807354922	6.845490051	6.820178962	4.754887502	3.321928095	3.321928095	7.584962501	3.321928095	6.988684687	4.321928095	3.321928095	3.321928095	3.321928095	3.906890596	9.202123824	4.321928095	3.321928095	6.857980995	6	9.52160044	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.06608919	8.622051819	7.988684687	8.700439718	8.54303182	8.139551352	6.64385619	3.321928095	9.575539247	3.321928095	6.108524457	9.063395081	3.321928095	6	10.16239133	3.321928095	9.764871591	3.321928095	3.321928095	6.06608919	5.044394119
37220_at	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.781359714	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.820178962	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.330916878	9.670656249	6.247927513	3.321928095	3.321928095	6.442943496	8.357552005	7.87036472	7.076815597	10.71596199	10.14465824	3.321928095	10.09407769	8.912889336	3.321928095	9.670656249	12.06035818	5.554588852	10.66533592	3.321928095	3.321928095	9.894817763	3.321928095	6.599912842	3.321928095	3.321928095	11.23720996	11.62021983	4.392317423	3.321928095	3.321928095	6.599912842	3.321928095	10.01680829	3.321928095	3.321928095	7.366322214	4.169925001	6.409390936	10.36741475	11.65060302	5.087462841	6.62935662	3.321928095	11.66044165	3.321928095	10.14082977	3.321928095
37225_at	5.783980414	5.247927513	3.321928095	3.321928095	6.044394119	6.14974712	3.321928095	9.842350343	13.11731843	9.392317423	6.930737338	7.238404739	7.584962501	6.906890596	12.83387836	4.169925001	6	6.523561956	7.781359714	3.321928095	7	12.42495357	6.539158811	6.426264755	9.144658243	9.375039431	9.375039431	3.321928095	7.330916878	7.22881869	8.370687407	10.38694025	10.24198315	11.62159404	8.252665432	8.409390936	10.48984796	8.317412614	6.266786541	6.392317423	9.169925001	12.05256805	7.727920455	10.37612539	7.06608919	7.087462841	7.257387843	3.321928095	7.17990909	6.044394119	8.118941073	8.54689446	7.426264755	10.30720081	3.321928095	8.491853096	5.95419631	5.754887502	3.321928095	7.599912842	5.977279923	9.315149562	6.554588852	6.845490051	8.503825738	6.189824559	8.154818109	3.321928095	3.321928095	7.14974712	8.876516947	4
37251_s_at	5.270528942	3.321928095	3.321928095	7.238404739	9.005624549	3.321928095	3.321928095	5.247927513	8.451211112	11.56271943	10.92703717	10.54882191	6.108524457	12.93424373	5.357552005	11.55026581	3.321928095	5.700439718	11.20762447	6.845490051	7.807354922	8.768184325	3.321928095	3.321928095	10.16490693	10.34872815	11.73766986	7.46760555	11.84470576	10.29920802	10.68211676	10.60177079	10.38478375	11.2974895	9.266786541	12.20212382	9.902375114	11.36468186	10.55362929	10.5574637	3.321928095	11.56652978	10.57175264	12.00035218	3.321928095	3.321928095	3.321928095	6.807354922	3.321928095	3.321928095	4.857980995	3.321928095	3.321928095	3.321928095	10.32192809	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.087462841	6.247927513	5.357552005	3.321928095	3.321928095	6.22881869
37255_at	3.321928095	5.807354922	4.807354922	3.321928095	3.321928095	6.442943496	7.303780748	4.807354922	6.768184325	8.495855027	7.330916878	3.321928095	3.321928095	6.392317423	3.321928095	4.857980995	6.409390936	5.044394119	7.098032083	7.491853096	3.321928095	7.672425342	3.321928095	3.321928095	3.321928095	3.321928095	7.6794801	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.87036472	9.113742166	7.022367813	5.584962501	4.906890596	3.321928095	3.321928095	5.977279923	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.832890014	3.321928095	5.832890014	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.948367232	9.105908509	7.348728154	6.714245518	3.321928095	3.321928095	3.321928095
37259_at	7.393175914	8.791162889	3.321928095	6.977279923	8.285402219	6.741466986	6.321928095	8.339850003	3.321928095	10.11243951	3.321928095	8.471675214	6.189824559	11.01680829	3.321928095	8.144658243	3.321928095	3.321928095	3.321928095	7.930737338	3.321928095	3.321928095	5.727920455	8.654636029	3.321928095	3.321928095	3.321928095	6.672425342	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.405141463	3.321928095	3.321928095	6.918863237	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	8.388017285	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	4.087462841	3.321928095	6.108524457	3.321928095	3.321928095	3.321928095	8.592457037	3.321928095	7.851749041	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095
37262_at	6.330916878	3.906890596	6.930737338	8.033423002	3.321928095	7.294620749	6.754887502	3.321928095	3.321928095	7.839203788	7.285402219	3.321928095	3.321928095	3.321928095	3.321928095	8.483815777	5.906890596	7.761551232	5.977279923	3.321928095	8.721099189	4.169925001	8.54303182	7.930737338	7.864186145	3.321928095	7.348728154	3.321928095	7.839203788	7.21916852	3.321928095	3.321928095	3.321928095	6.375039431	6.129283017	3.459431619	8.011227255	6.554588852	6.714245518	6.475733431	3.321928095	7.768184325	3.321928095	3.321928095	3.321928095	3.321928095	5.754887502	3.321928095	3.321928095	8.17990909	6.426264755	3.321928095	6.64385619	3.321928095	3.321928095	7.459431619	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.266786541	9.105908509	3.321928095	3.321928095	8.731319031	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095
37280_at	12.49520547	13.96578428	11.49785184	11.80654962	11.89822347	13.96578428	13.77262387	13.31373335	11.33203655	12.64475759	13.96578428	10.42311591	11.39767463	13.86244364	9.921840937	10.78790256	3.321928095	11.05528244	11.84038455	11.10590851	9.25502857	11.33203655	11.25325658	12.32446186	6.539158811	3.321928095	7.707359132	3.321928095	3.321928095	7.562242424	3.321928095	3.906890596	6.022367813	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.108524457	3.321928095	8.535275377	3.321928095	4.392317423	3.321928095	6.918863237	7.238404739	3.321928095	3.321928095	8.087462841	8.348728154	8.87958325	7.721099189	5.459431619	5.807354922	8.459431619	8.535275377	7.321928095	10.20212382	9.744833837	3.321928095	3.321928095	3.321928095	8.247927513	7.539158811	4.169925001	3.584962501	3.321928095	3.321928095
37283_at	6.791814071	3.321928095	3.321928095	11.01680829	11.436191	3.321928095	3.321928095	11.61700823	3.321928095	11.79441587	3.321928095	11.2179577	7.247927513	3.321928095	3.321928095	9.147204925	12.30833903	3.321928095	8.936637939	9.550746785	3.321928095	3.321928095	9.871905238	3.321928095	9.586839788	9.984418459	3.321928095	10.47573343	9.768184325	3.321928095	3.321928095	9.385862401	9.689997971	9.836050355	3.321928095	3.321928095	10.12023788	10.23840474	3.321928095	3.321928095	3.321928095	8.139551352	3.321928095	10.11894107	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	11.1376316	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.592457037	7.95419631	3.321928095	8.82336724	3.321928095	3.321928095	8.876516947	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	6.700439718	11.37340896	3.321928095	8.108524457
37539_at	10.733778	11.53381639	11.0409746	12.9242558	10.25620869	10.92035286	11.97441459	12.13987106	10.96722626	11.0175044	12.19198451	10.97656412	11.21735191	11.0313566	3.321928095	11.89330153	3.321928095	8.45532722	12.12023788	3.321928095	3.321928095	10.2632692	10.97369737	9.994353437	8.426264755	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	7.754887502	4.857980995	3.321928095	9.493855449	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095
37540_at	6.723831566	7.658211483	3.321928095	3.321928095	6.189824559	6.727920455	7.741466986	6.584962501	5.807354922	9.071462363	8.463524373	5.882643049	7.417852515	6.108524457	3.321928095	8.409390936	3.321928095	5.930737338	8.082149041	3.321928095	8.271463028	7.672425342	3.321928095	3.321928095	7.820178962	5.209453366	7.87036472	6.022367813	3.321928095	6.169925001	6.247927513	6.426264755	7.686500527	7.942514505	3.321928095	8.971543554	6.672425342	7.189824559	6.189824559	5.285402219	3.321928095	3.321928095	7.584962501	8.330916878	3.700439718	3.321928095	3.584962501	3.321928095	3.321928095	3.321928095	5.285402219	3.807354922	3.807354922	3.321928095	7.400879436	3.321928095	3.321928095	5.357552005	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	3.321928095	5.129283017	3.321928095	3.321928095	6.06608919	3.321928095	3.321928095	3.321928095
